,Text,Tag,Value,doc_id,ID,Prediction
63,提出方法：電子入札システムにて提出,,,300365210,300365210-64,
64,（６）開札の日時及び場所,,,300365210,300365210-65,
65,令和2年1月22日（水）10時30分,開札日時,令和2年1月22日（水）10時30分,300365210,300365210-66,
66,〒261-0025 千葉県千葉市美浜区浜田一丁目２番２号,開札場所,〒261-0025千葉県千葉市美浜区浜田一丁目2番2号,300365210,300365210-67,
67,独立行政法人石油天然ガス・金属鉱物資源機構 技術センター,,,300365210,300365210-68,
68,４．入札保証金及び契約保証金に関する事項,,,300365210,300365210-69,
69,全額免除,,,300365210,300365210-70,
70,５．その他必要な事項,,,300365210,300365210-71,
71,（１）入札の無効,,,300365210,300365210-72,
72,競争に参加する資格を有しない者がした入札及び入札の条件に違反した入札は無効,,,300365210,300365210-73,
73,とする。,,,300365210,300365210-74,
74,（２）契約書作成の要否,,,300365210,300365210-75,
75,要,,,300365210,300365210-76,
76,（３）落札者の決定方法,,,300365210,300365210-77,
77,予定価格の制限の範囲内で有効な入札を行った者のうち、最も低い価格をもって入札,,,300365210,300365210-78,
78,した者を落札者とする。ただし、落札者 となるべき者の入札価格によっては、その,,,300365210,300365210-79,
79,者により当該契約に適合した履行がなされないおそれがあると認められるとき、又は,,,300365210,300365210-80,
80,その者と契約することが公正な取引の秩序を乱すこととなるおそれがあって著しく,,,300365210,300365210-81,
81,不適当であると認められるときは、予定価格の範囲内の価格をもって入札した他の者,,,300365210,300365210-82,
82,のうち、最低の価格をもって入札した者を落札者とすることがある。,,,300365210,300365210-83,
83,（４）手続きにおける交渉の有無,,,300365210,300365210-84,
84,無,,,300365210,300365210-85,
85,（５）電子入札システムに障害等が発生した場合に、入開札手続きを変更することがある。,,,300365210,300365210-86,
86,○契約の公表に係る留意事項,,,300365210,300365210-87,
87,独立行政法人が行う契約については、「独立行政法人の事務・事業の見直しの基本方針」,,,300365210,300365210-88,
88,（平成２２年１２月７日閣議決定）において、独立行政法人と一定の関係を有する法人と契,,,300365210,300365210-89,
89,約をする場合には、当該法人への再就職の状況、当該法人との間の取引等の状況について情,,,300365210,300365210-90,
90,報を公開するなどの取組を進めるとされているところです。,,,300365210,300365210-91,
91,これに基づき、以下のとおり、当機構との関係に係る情報を当機構のホームページで公表,,,300365210,300365210-92,
92,することとしますので、所要の情報の当機構への提供及び情報の公表に同意の上で、応札若,,,300365210,300365210-93,
93,しくは応募又は契約の締結を行っていただくよう御理解と御協力をお願いいたします。,,,300365210,300365210-94,
94,なお、案件への応札若しくは応募又は契約の締結をもって同意されたものとみなさせていた,,,300365210,300365210-95,
95,だきますので、ご了知願います。,,,300365210,300365210-96,
96,（１）公表の対象となる契約先,,,300365210,300365210-97,
97,次のいずれにも該当する契約先,,,300365210,300365210-98,
98,① 当機構において役員を経験した者（役員経験者）が再就職していること又は課長相,,,300365210,300365210-99,
99,当職以上の職を経験した者（課長相当職以上経験者）が役員、顧問等として再就職,,,300365210,300365210-100,
100,していること,,,300365210,300365210-101,
101,② 当機構との間の取引高が、総売上高又は事業収入の３分の１以上を占めていること,,,300365210,300365210-102,
102,※予定価格が一定の金額を超えない契約や光熱水費の支出に係る契約等は対象外,,,300365210,300365210-103,
103,（２）公表する情報,,,300365210,300365210-104,
104,上記に該当する契約先について、契約ごとに、物品役務等の名称及び数量、契約締結日、,,,300365210,300365210-105,
105,契約先の名称、契約金額等と併せ、次に掲げる情報を公表します。,,,300365210,300365210-106,
106,① 当機構の役員経験者及び課長相当職以上経験者（当機構ＯＢ）の人数、職名及び,,,300365210,300365210-107,
107,当機構における最終職名,,,300365210,300365210-108,
108,② 当機構との間の取引高,,,300365210,300365210-109,
109,③ 総売上高又は事業収入に占める当機構との間の取引高の割合が、次の区分のいずれかに該当する旨,,,300365210,300365210-110,
110,３分の１以上２分の１未満、２分の１以上３分の２未満又は３分の２以上,,,300365210,300365210-111,
111,④ 一者応札又は一者応募である場合はその旨,,,300365210,300365210-112,
112,（３）当機構に提供していただく情報,,,300365210,300365210-113,
113,① 契約締結日時点で在職している当機構ＯＢに係る情報（人数、現在の職名及び当機,,,300365210,300365210-114,
114,構における最終職名等）,,,300365210,300365210-115,
115,② 直近の事業年度における総売上高又は事業収入及び当機構との間の取引高,,,300365210,300365210-116,
116,（４）公表日,,,300365210,300365210-117,
117,契約締結日の翌日から起算して原則として７２日以内,,,300365210,300365210-118,
0,入 札 公 告,,,300365251,300365251-1,
1,次のとおり一般競争入札に付します。,,,300365251,300365251-2,
2,令和元年 １２月２５日,公告日,令和元年１２月２５日,300365251,300365251-3,
3,独立行政法人石油天然ガス・金属鉱物資源機構,,,300365251,300365251-4,
4,契約担当役,,,300365251,300365251-5,
5,金属資源開発 本部長 廣川 満哉,,,300365251,300365251-6,
6,１．競争入札に付する事項,,,300365251,300365251-7,
7,(１) 件名,,,300365251,300365251-8,
8,金属資源技術研究所で使用する電気の調達（令和２ 年度）,入札件名,金属資源技術研究所で使用する電気の調達（令和２年度）,300365251,300365251-9,
9,(２) 数量,,,300365251,300365251-10,
10,契約予定電力 ：７６ｋＷ,,,300365251,300365251-11,
11,使用予定電力量：年間 ３０４，２００ｋＷｈ,,,300365251,300365251-12,
12,（月別の使用予定電力量は仕様書－別紙１を参照）,,,300365251,300365251-13,
13,(３) 使用期間,,,300365251,300365251-14,
14,需給開始日： 令和２年４月１日 ００：００,調達年度;調達開始日,令和２年;令和２年４月１日００：００,300365251,300365251-15,
15,需給終了日：令和３ 年３月３１日 ２４：００,調達終了日,令和３年３月３１日２４：００,300365251,300365251-16,
16,(４) 需要場所,,,300365251,300365251-17,
17,秋田県鹿角郡小坂町,都道府県;需要場所(住所),秋田県鹿角郡小坂町;秋田県鹿角郡小坂町,300365251,300365251-18,
18,独立行政法人石油天然ガス・金属鉱物資源機構,施設名,独立行政法人石油天然ガス・金属鉱物資源機構金属資源,300365251,300365251-19,
19,金属資源技術研究所,,,300365251,300365251-20,
20,(５) 仕様,,,300365251,300365251-21,
21,仕様書、入札説明書による。,,,300365251,300365251-22,
22,(６) 入札方法,,,300365251,300365251-23,
23,一般競争入札（最低価格落札方式）とする。予定価格の制限の範囲,,,300365251,300365251-24,
24,内で最も低廉な価格をもって入札した者を落札者とする。,,,300365251,300365251-25,
25,入札書に記載する金額は、各社において設定する契約電力に対する,,,300365251,300365251-26,
26,単価（基本料金単価、ｋＷ）及び使用電力量に対する単価（電力量料,,,300365251,300365251-27,
27,金単価、ｋＷｈ ）を根拠とし、あらかじめ当方が提示する月ごとの契,,,300365251,300365251-28,
28,約予定電力 （ｋＷ）及び使用 予定電力量（ｋＷｈ） に基づき算出した,,,300365251,300365251-29,
29,各月の対価の年間総価を入札金額とすること。,,,300365251,300365251-30,
30,なお、落札の 決定に当たっては、入札書に記載された金額に当該金,,,300365251,300365251-31,
31,額の１０ ％に相当する額を加算した金額（当該金額に１円未満の端数,,,300365251,300365251-32,
32,があるときは、その端数金額を切り捨てるものとする。）をもって落札,,,300365251,300365251-33,
33,- 1 -,,,300365251,300365251-34,
34,価格とするので、入札者は、消費税に係る課税事業者であるか免税事,,,300365251,300365251-35,
35,業者であるかを問わず、見積もった契約金額の１１０分の１００に相,,,300365251,300365251-36,
36,当する金額を入札書に記載すること。,,,300365251,300365251-37,
37,２．競争に参加する者に必要な資格に関する事項,,,300365251,300365251-38,
38,下記全ての条件を満たす者に競争に参加する資格を付与するものとす る。,,,300365251,300365251-39,
39,(１) 独立行政法人石油天然ガス・金属鉱物資源機構の「競争参加者の資格,,,300365251,300365251-40,
40,に関する公示」の「３ 競争に参加することができない者」に該当しな,,,300365251,300365251-41,
41,い者であること。,,,300365251,300365251-42,
42,(２) 国（中央省庁）の令和０１・０２・０３年度（平成３１・３２・３,,,300365251,300365251-43,
43,３年度）競争契約の参加資格（全省庁統一資格）のうち、「物品の販売」,,,300365251,300365251-44,
44,で「Ａ」、「Ｂ」若しくは「Ｃ」等級に格付けされている者であること、,,,300365251,300365251-45,
45,又は当該資格を有しない者にあっては、入札・開札日の前日ま でに競争,,,300365251,300365251-46,
46,参加資格審査を受け、当該等級に格付けされた者であること。,,,300365251,300365251-47,
47,(３) 現在、国又は政府関係機関等から補助金交付の停止又は契約に係る指,,,300365251,300365251-48,
48,名停止等の行政処分を受けていないこと。,,,300365251,300365251-49,
49,(４) 本邦法人であること。,,,300365251,300365251-50,
50,(５) 電気事業法第２条の２の規定に基づく小売電気事業者の登録を受け,,,300365251,300365251-51,
51,ている者であること。,,,300365251,300365251-52,
52,(６) 金属資源技術研究所に設置した受電設備及び使用する負荷設備に対,,,300365251,300365251-53,
53,し、電力供給が可能な者であること。,,,300365251,300365251-54,
54,(７) 入札説明書の交付を受けた者であること。,,,300365251,300365251-55,
55,(８) 一般競争入札参加申請書を提出し、本件競争入札に参加する資格があ,,,300365251,300365251-56,
56,る者と認められた者であること。,,,300365251,300365251-57,
57,(９) 電力供給契約において省 ＣＯ２化の要素を考慮する観点から、入札説,,,300365251,300365251-58,
58,明書で示す基準により「裾切り方式」とするので、入札説明書中の「（審,,,300365251,300365251-59,
59,査－様式Ａ）電力供給に関する情報 」及び「（審査－様式Ｂ）参加適合証,,,300365251,300365251-60,
60,明書」を提出し、内容が妥当で条件を満たすと認められた 者であること。,,,300365251,300365251-61,
61,３．競争入札参加申し込み,,,300365251,300365251-62,
62,競争入札に参加を希望する者は、次のとおり入札参加申し込み手続きを,,,300365251,300365251-63,
63,行うこと。,,,300365251,300365251-64,
64,(１) 提出期限,,,300365251,300365251-65,
65,令和２ 年１月２２日（水）１２時 ００分,資格申請締切日時,令和２年１月２２日（水）１２時００分,300365251,300365251-66,
66,（郵送の場合は必着のこと）,,,300365251,300365251-67,
67,(２) 提出方法,,,300365251,300365251-68,
68,４．（１）に示す場所に郵送又は持参の方法により提出すること。,,,300365251,300365251-69,
69,(３) 提出書類,,,300365251,300365251-71,
70,１) （申込－様式１）一般競争入札参加申請書,,,300365251,300365251-72,
71,資格審査結果通知書（全省庁統一資格）の写し,,,300365251,300365251-73,
72,２) （申込－様式２）証明書,,,300365251,300365251-74,
73,３) （申込－様式３） 資料の譲渡等禁止に係る誓約書,,,300365251,300365251-75,
74,４) （審査－様式Ａ）電力供給に関する情報,,,300365251,300365251-76,
75,５) （審査－様式Ｂ）参加適合証明書,,,300365251,300365251-77,
76,(４) 入札参加資格を有しない者への通知,,,300365251,300365251-78,
77,令和２年 １月２２日（水）～１月２３日（木 ）,,,300365251,300365251-79,
78,提出書類に基づき競争に参加する資格を審査し、本件競争入札に参,,,300365251,300365251-80,
79,加する資格がないと認めた者に対してのみ、 上記期間に「一般競争,,,300365251,300365251-81,
80,入札参加資格者不確認通知書」をファクシミリにて送信する方法に,,,300365251,300365251-82,
81,より通知する。,,,300365251,300365251-83,
82,４． 契約条項を示す場所及び問い合わせ先,,,300365251,300365251-84,
83,(１) 本部（ 東京）,,,300365251,300365251-85,
84,〒105-0001 東京都港区虎ノ門二丁目１０番１号,入札書送付先;資格申請送付先,〒105-0001東京都港区虎ノ門二丁目10番1号;〒105-0001東京都港区虎ノ門二丁目10番1号,300365251,300365251-86,
85,虎ノ門ツインビルディング 西棟１５階,,,300365251,300365251-87,
86,独立行政法人石油天然ガス・金属鉱物資源機構,入札書送付先部署/担当者名;資格申請送付先部署/担当者名;質問箇所所属/担当者,独立行政法人石油天然ガス・金属鉱物資源機構金属属資源;独立行政法人石油天然ガス・金属鉱物資源機構金属属資源;独立行政法人石油天然ガス・金属鉱物資源機構金属属資源,300365251,300365251-88,
87,金属属資源技術部 企画課 森川,,,300365251,300365251-89,
88,TEL：03-6758-8125 FAX：03-6758-8058,質問箇所TEL/FAX,03-6758-812503-6758-80580186-2-38,300365251,300365251-90,
89,(２) 金属資源技術研究所（小坂）,,,300365251,300365251-91,
90,〒017-0202 秋田県鹿角郡小坂町小坂鉱山字古館９番地 ３,入札書送付先,〒017-0202秋田県鹿角郡小坂町小坂鉱山字古館９番地３,300365251,300365251-92,
91,独立行政法人石油天然ガス・金属鉱物資源機構,入札書送付先部署/担当者名;質問箇所所属/担当者,独立行政法人石油天然ガス・金属鉱物資源機構金属資源・;独立行政法人石油天然ガス・金属鉱物資源機構金属資源・,300365251,300365251-93,
92,金属資源技術研究所 髙橋・米澤,,,300365251,300365251-94,
93,TEL：0186-29-3829 FAX：0186-29-3849,,,300365251,300365251-95,
94,５．入札説明書の交付,,,300365251,300365251-96,
95,（１）入札説明書の交付期間、方法及び場所,,,300365251,300365251-97,
96,入札公告日から 令和２年１月２２日 （水）１２時 ００分 までの期間,仕様書交付期限,令和２年１月２２日（水）１２時００分,300365251,300365251-98,
97,に、４．（１）及び（２）双方の場所において交付する。,,,300365251,300365251-99,
98,なお、入札説明書は「（申込－様式３ ）資料の譲渡等禁止に係る誓約書」,,,300365251,300365251-100,
99,の提出と引き換えに交付するので、 入札説明書受け取り時に持参するこ,,,300365251,300365251-101,
100,と。,,,300365251,300365251-102,
101,６．入札・開札,,,300365251,300365251-103,
102,（１）入札・開札の日時及び場所,,,300365251,300365251-104,
103,日時 令和２年 １月２４日（金）１１時００分,開札日時,令和２年１月２４日（金）１１時００分,300365251,300365251-105,
104,場所 〒105-0001 東京都港区虎ノ門二丁目１０番１号,開札場所,場所〒105-0001東京都港区虎ノ門二丁目10番1号虎ノ門11,300365251,300365251-107,
105,虎ノ門ツインビルディング 西棟１３階,,,300365251,300365251-108,
106,独立行政法人石油天然ガス・金属鉱物資源機構 １３Ｇ会議室,,,300365251,300365251-109,
107,（２）入札・開札会の持参 書類,,,300365251,300365251-110,
108,１) （入札－様式１）入札書,,,300365251,300365251-111,
109,代理人が入札を行う場合には、入札書の印と委任状の代理人の印,,,300365251,300365251-112,
110,が一致すること。,,,300365251,300365251-113,
111,２) （入札－様式２）委任状,,,300365251,300365251-114,
112,代表者が入札を行う場合には不要。,,,300365251,300365251-115,
113,３) 印鑑証明書,,,300365251,300365251-116,
114,原本（コピー不可）で、 発行日から３か月以内のもの。,,,300365251,300365251-117,
115,代表者が入札を行う場合にも必要。,,,300365251,300365251-118,
116,７．入札保証金及び契約保証金に関する事項,,,300365251,300365251-119,
117,全額免除,,,300365251,300365251-120,
118,８．その他必要な事項,,,300365251,300365251-121,
119,（１）入札の無効,,,300365251,300365251-122,
120,競争に参加する資格を有しない者が行った 入札及び入札の条件に違反,,,300365251,300365251-123,
121,した入札は無効とする。,,,300365251,300365251-124,
122,（２）契約書作成の要否,,,300365251,300365251-125,
123,要,,,300365251,300365251-126,
124,（３）落札者の決定方法,,,300365251,300365251-127,
125,予定価格の制限の範囲内で有効な入札を行った者のうち、最も低い価,,,300365251,300365251-128,
126,格をもって入札した者を落札者とする。,,,300365251,300365251-129,
127,（４）手続きにおける交渉の有無,,,300365251,300365251-130,
128,無,,,300365251,300365251-131,
129,（５） 入札及び契約手続きに使用する言語及び通貨,,,300365251,300365251-132,
130,日本語及び日本国通貨に限る。,,,300365251,300365251-133,
131,（６）詳細は入札説明書による。,,,300365251,300365251-134,
132,９．その他,,,300365251,300365251-135,
133,本事業に係る契約締結は当該契約に係る令和２年度予算が成立し、予算,,,300365251,300365251-136,
134,配賦がなされることを条件とします。予算状況により変更となる場合が,,,300365251,300365251-137,
135,ありますのであらかじめご了承ください。,,,300365251,300365251-138,
136,以 上,,,300365251,300365251-139,
137,契約の公表に係る留意事項,,,300365251,300365251-141,
138,独立行政法人が行う契約については、「独立行政法人の事務・事業の見直,,,300365251,300365251-142,
139,しの基本方針」（平成２２年１２月７日閣議決定）において、独立行政法人,,,300365251,300365251-143,
140,と一定の関係を有する法人と契約をする場合には、当該法人への再就職の状,,,300365251,300365251-144,
141,況、当該法人との間の取引等の状況について情報を公開するなどの取組を進,,,300365251,300365251-145,
142,めるとされているところ。,,,300365251,300365251-146,
143,これに基づき、以下のとおり、当機構との関係に係る情報を当機構のホー,,,300365251,300365251-147,
144,ムページで公表するので、所要の情報の当方への提供及び情報の公表に同意,,,300365251,300365251-148,
145,の上で、応札若しくは応募又は契約の締結を行うこと。,,,300365251,300365251-149,
146,なお、案件への応札若しくは応募又は契約の締結をもって同意されたもの,,,300365251,300365251-150,
147,とする。,,,300365251,300365251-151,
148,（１）公表の対象となる契約先,,,300365251,300365251-152,
149,次のいずれにも該当する契約先,,,300365251,300365251-153,
150,① 当機構において役員を経験した者（役員経験者）が再就職している,,,300365251,300365251-154,
151,こと又は課長相当職以上の職を経験した者（課長相当職以上経験者）,,,300365251,300365251-155,
152,が役員、顧問等として再就職していること,,,300365251,300365251-156,
153,② 当機構との間の取引高が、総売上高又は事業収入の３分の１以上を,,,300365251,300365251-157,
154,占めていること,,,300365251,300365251-158,
155,※ 予定価格が一定の金額を超えない契約や光熱水費の支出に係る契,,,300365251,300365251-159,
156,約等は対象外,,,300365251,300365251-160,
157,（２）公表する情報,,,300365251,300365251-161,
158,上記に該当する契約先について、契約ごとに、物品役務等の名称及び,,,300365251,300365251-162,
159,数量、契約締結日、契約先の名称、契約金額等と併せ、次に掲げる情報,,,300365251,300365251-163,
160,を公表する。,,,300365251,300365251-164,
161,① 当機構の役員経験者及び課長相当職以上経験者（当機構ＯＢ）の人,,,300365251,300365251-165,
162,数、職名及び当機構における最終職名,,,300365251,300365251-166,
163,② 当機構との間の取引高,,,300365251,300365251-167,
164,③ 総売上高又は事業収入に占める当機構との間の取引高の割合が、次,,,300365251,300365251-168,
165,の区分のいずれかに該当する旨,,,300365251,300365251-169,
166,３分の１以上２分の１未満、２分の１以上３分の２未満又は３分の,,,300365251,300365251-170,
167,２以上,,,300365251,300365251-171,
168,④ 一者応札又は一者応募である場合はその旨,,,300365251,300365251-172,
169,（３）当方に提供していただく情報,,,300365251,300365251-173,
170,① 契約締結日時点で在職している当機構ＯＢに係る情報（人数、現在,,,300365251,300365251-174,
171,- 5 -,,,300365251,300365251-175,
172,の職名及び当機構における最終職名等）,,,300365251,300365251-176,
173,② 直近の事業年度における総売上高又は事業収入及び当機構との間,,,300365251,300365251-177,
174,の取引高,,,300365251,300365251-178,
175,（４）公表日,,,300365251,300365251-179,
176,原則として契約を締結した日の翌日から起算して７２日以内,,,300365251,300365251-180,
177,（ただし、各年度の４月１日から４月３０日までの間に締結した契約,,,300365251,300365251-181,
178,については契約締結日の翌日から起算して原則として９ ３日以内。）,,,300365251,300365251-182,
0,入 札 公 告,,,300365551,300365551-1,
1,次のとおり一般競争入札に付します。,,,300365551,300365551-2,
2,令和2年1月15日,公告日,令和2年1月15日,300365551,300365551-3,
3,独立行政法人石油天然ガス・金属鉱物資源機構,,,300365551,300365551-4,
4,契約担当役,,,300365551,300365551-5,
5,石油天然ガス開発技術本部長 江波戸 俊和,,,300365551,300365551-6,
6,１．入札に付する事項,,,300365551,300365551-7,
7,（１）購入等件名及び予定数量,,,300365551,300365551-8,
8,２０２０年度技術センター電力購入,入札件名,２０２０年度技術センター電力購入,300365551,300365551-9,
9,契約電力６２１ｋＷ、予定使用電力量２，６８３，７９９ｋＷｈ,,,300365551,300365551-10,
10,（２）需要場所,,,300365551,300365551-11,
11,千葉県千葉市美浜区浜田一丁目2番2号,都道府県;需要場所(住所),千葉県;千葉県千葉市美浜区浜田一丁目2番2号,300365551,300365551-12,
12,独立行政法人石油天然ガス・金属鉱物資源機構 石油天然ガス開発技術本部,施設名,独立行政法人石油天然ガス・金属鉱物資源機構石油天然ガス開発技術本部,300365551,300365551-13,
13,（３）購入内容,,,300365551,300365551-14,
14,購入仕様の詳細については入札説明書による。,,,300365551,300365551-15,
15,（４）使用期間,,,300365551,300365551-16,
16,２０２０年４月１日から２０２１年３月３１日,調達年度;調達終了日;調達開始日,２０２０年;２０２１年３月３１日;２０２０年４月１日,300365551,300365551-17,
17,（５）入札方法,,,300365551,300365551-18,
18,一般競争入札,,,300365551,300365551-19,
19,入札金額は、各社において設定する契約電力に対する単一の単価（ｋＷ単価、同,,,300365551,300365551-20,
20,一月においては単一のものとする。）及び使用電力に対する単価（ｋＷｈ単価、同,,,300365551,300365551-21,
21,一月においては単一のものとする。）を記載すること（小数点以下を含むことがで,,,300365551,300365551-22,
22,きる）。,,,300365551,300365551-23,
23,落札者の決定に当たっては、独立行政法人石油天然ガス・金属鉱物資源機構（以,,,300365551,300365551-24,
24,下「機構」という。）が提示する計画使用電力量を基に計算した総価を以て行うの,,,300365551,300365551-25,
25,で、当該総価を上記の単価と併せて記載すること。,,,300365551,300365551-26,
26,なお、入札者は、消費税及び地方消費税に係る課税事業者であるか免税事業者で,,,300365551,300365551-27,
27,あるかを問わず、見積った価格の１１０分の１００に相当する金額を入札書に記載,,,300365551,300365551-28,
28,すること。,,,300365551,300365551-29,
29,※入札書に記載する金額の算定に当たっては、力率割引又は割増、発電費用等に,,,300365551,300365551-30,
30,係る燃料価格変動の調整額及び電気事業者による再生可能エネルギー電気の調,,,300365551,300365551-31,
31,達に関する特別措置法（平成23年法律第108号）に基づく賦課金は考慮しない,,,300365551,300365551-32,
32,こととする。,,,300365551,300365551-33,
33,２．競争に参加する者に必要な資格に関する事項,,,300365551,300365551-34,
34,下記すべての条件を満たす者について、競争に参加する資格を付与するものとする。,,,300365551,300365551-35,
35,（１）機構の「競争参加者の資格に関する公示」の「３ 競争に参加することができな,,,300365551,300365551-36,
36,い者」に該当しない者であること。,,,300365551,300365551-37,
37,（２）令和 01･02･03 年度（平成 31・32・33 年度）の競争参加資格（全省庁統一資格）,,,300365551,300365551-38,
38,において「物品の販売」で「Ａ」の格付けされている者であること。又は当該参,,,300365551,300365551-39,
39,加資格を有していない者であって、一般競争等参加者資格審査を受け、入札執行,,,300365551,300365551-40,
40,時までに当該等級に各付けされた者であること。,,,300365551,300365551-41,
41,（３）現在、国又は政府関係機関等から補助金交付の停止又は契約に係る指名停止等の,,,300365551,300365551-42,
42,行政処分を受けている期間中でないこと。,,,300365551,300365551-43,
43,（４）電気事業法（昭和39年法律第170号）第3条第1項の規定に基づき一般電気事業,,,300365551,300365551-44,
44,者としての許可を得ている者又は同法第16条の2第1項の規定に基づき特定規模,,,300365551,300365551-45,
45,電気事業者としての届出を行っている者であること。,,,300365551,300365551-46,
46,（５）省 CO2 化の要素を考慮する観点から、入札説明書に記載する基準により「裾切り,,,300365551,300365551-47,
47,方式」を実施し条件を満たす者であること。,,,300365551,300365551-48,
48,（６）下記３.（２）による入札説明書の交付を受けた者,,,300365551,300365551-49,
49,３．契約条項を示す場所等,,,300365551,300365551-50,
50,(１)契約条項を示す場所及び問い合わせ先,,,300365551,300365551-51,
51,〒261-0025千葉県千葉市美浜区浜田一丁目 2番 2号,質問箇所所属/担当者,〒261-0025千葉県千葉市美浜区浜田一丁目2番2号田,300365551,300365551-52,
52,独立行政法人石油天然ガス・金属鉱物資源機構 石油天然ガス開発技術本部,,,300365551,300365551-53,
53,管理・研修部 管理課（担当：太田、瀬沼）,,,300365551,300365551-54,
54,Tel:043-276-4300 E-mail:trc-nyuusatsu29@jogmec.go.jp,質問箇所TEL/FAX,l:043-276-4300,300365551,300365551-55,
55,(２)入札説明書の交付方法,,,300365551,300365551-56,
56,入札参加希望者に、上記(1)において本公告の日から令和 2年 2月 14日までの間、,仕様書交付期限,令和2年2月14日,300365551,300365551-57,
57,電子メール又は手交にて交付する。（交付時間：平日の 10:00～12:30、13:30～17:30),,,300365551,300365551-58,
58,(３)一般競争入札参加申請書の提出期限,,,300365551,300365551-60,
59,令和2年3月2日（月）15時 00分,資格申請締切日時,令和2年3月2日（月）15時00分,300365551,300365551-61,
60,提出方法：入札説明書による,,,300365551,300365551-62,
61,（４）入札説明会の開催の有無 無,,,300365551,300365551-63,
62,４．入札及び開札の日時及び場所,,,300365551,300365551-64,
63,令和2年3月9日（月）10時30分,入札書締切日時;開札日時,令和2年3月9日（月）10時30分;令和2年3月9日（月）10時30分,300365551,300365551-65,
64,〒261-0025千葉県千葉市美浜区浜田一丁目2番2号,開札場所,〒261-0025千葉県千葉市美浜区浜田一丁目2番2号,300365551,300365551-66,
65,独立行政法人石油天然ガス・金属鉱物資源機構 技術センター,,,300365551,300365551-67,
66,５．入札保証金及び契約保証金 全額免除,,,300365551,300365551-68,
67,６．その他必要な事項,,,300365551,300365551-69,
68,（１）入札の無効 競争に参加する資格を有しない者がした入札及び入札の条件に違反,,,300365551,300365551-70,
69,した入札は無効とする。,,,300365551,300365551-71,
70,（２）契約書作成の要否 要,,,300365551,300365551-72,
71,（３）落札者の決定方法 予定価格の制限の範囲内で最低価格をもって有効な入札を行,,,300365551,300365551-73,
72,った者を落札者とする。ただし、落札者となるべき者の入札,,,300365551,300365551-74,
73,価格によっては、その者により当該契約の内容に適合した履,,,300365551,300365551-75,
74,行がなされない恐れがあると認められるとき、又はその者と,,,300365551,300365551-76,
75,契約することが公正な取引の秩序を乱すこととなる恐れがあ,,,300365551,300365551-77,
76,って著しく不適当であると認められるときは、予定価格の範,,,300365551,300365551-78,
77,囲内の価格をもって入札をした他の者のうち、最低の価格を,,,300365551,300365551-79,
78,もって入札した者を落札者とすることがある。,,,300365551,300365551-80,
79,（４）手続における交渉の有無 無,,,300365551,300365551-81,
80,（５）本事業に係る契約締結は、令和2年度予算が成立し、当該契約に係る予算配賦が,,,300365551,300365551-82,
81,なされることを条件とします。予算状況により変更となる場合がありますので、,,,300365551,300365551-83,
82,あらかじめご了承ください。,,,300365551,300365551-84,
83,○契約の公表に係る留意事項,,,300365551,300365551-85,
84,独立行政法人が行う契約については、「独立行政法人の事務・事業の見直しの基本方針」,,,300365551,300365551-86,
85,（平成２２年１２月７日閣議決定）において、独立行政法人と一定の関係を有する法人,,,300365551,300365551-87,
86,と契約をする場合には、当該法人への再就職の状況、当該法人との間の取引等の状況に,,,300365551,300365551-88,
87,ついて情報を公開するなどの取組を進めるとされているところです。,,,300365551,300365551-89,
88,これに基づき、以下のとおり、機構との関係に係る情報を機構のホームページで公表,,,300365551,300365551-90,
89,することとしますので、所要の情報の機構への提供及び情報の公表に同意の上で、応札,,,300365551,300365551-91,
90,若しくは応募又は契約の締結を行っていただくよう御理解と御協力をお願いいたします。,,,300365551,300365551-92,
91,なお、案件への応札若しくは応募又は契約の締結をもって同意されたものとみなさせ,,,300365551,300365551-93,
92,ていただきますので、ご了知願います。,,,300365551,300365551-94,
93,（１）公表の対象となる契約先,,,300365551,300365551-95,
94,次のいずれにも該当する契約先,,,300365551,300365551-96,
95,①機構において役員を経験した者（役員経験者）が再就職していること又は課長,,,300365551,300365551-97,
96,相当職以上の職を経験した者（課長相当職以上経験者）が役員、顧問等として,,,300365551,300365551-98,
97,再就職していること,,,300365551,300365551-99,
98,②機構との間の取引高が、総売上高又は事業収入の３分の１以上を占めているこ,,,300365551,300365551-100,
99,と,,,300365551,300365551-101,
100,※予定価格が一定の金額を超えない契約や光熱水費の支出に係る契約等は対象外,,,300365551,300365551-102,
101,（２）公表する情報,,,300365551,300365551-103,
102,上記に該当する契約先について、契約ごとに、物品役務等の名称及び数量、契約,,,300365551,300365551-104,
103,締結日、契約先の名称、契約金額等と併せ、次に掲げる情報を公表します。,,,300365551,300365551-105,
104,①機構の役員経験者及び課長相当職以上経験者（機構ＯＢ）の人数、職名及び機,,,300365551,300365551-106,
105,構における最終職名,,,300365551,300365551-107,
106,②機構との間の取引高,,,300365551,300365551-108,
107,③総売上高又は事業収入に占める機構との間の取引高の割合が、次の区分のいず,,,300365551,300365551-109,
108,れかに該当する旨,,,300365551,300365551-110,
109,３分の１以上２分の１未満、２分の１以上３分の２未満又は３分の２以上,,,300365551,300365551-111,
110,④一者応札又は一者応募である場合はその旨,,,300365551,300365551-112,
111,（３）機構に提供していただく情報,,,300365551,300365551-113,
112,①契約締結日時点で在職している機構ＯＢに係る情報（人数、現在の職名及び機,,,300365551,300365551-114,
